cpu_usage,memory_usage,disk_read_iops,disk_write_iops,network_in,network_out,disk_read_latency,disk_write_latency,disk_free_space,packet_loss,network_latency,query_execution_time,active_connections,http_requests_per_sec,backend_latency,label,timestamp
31.96,7GB,326,122,44GB,40GB,3.75,1.65,178GB,0.49,96.55,195.14,135,707,274.08,1,2025-04-18 12:48:01.811021
46.5,4GB,141,306,42GB,39GB,2.96,3.5,494GB,0.01,46.64,40.43,58,1468,119.77,1,2025-04-18 12:48:16.811021
65.83,19GB,105,190,15GB,48GB,4.54,2.85,142GB,0.95,31.17,130.8,21,923,180.12,1,2025-04-18 12:48:31.811021
41.07,21GB,57,254,37GB,35GB,4.91,3.13,338GB,0.38,84.92,183.05,156,923,178.11,1,2025-04-18 12:48:46.811021
56.46,30GB,72,312,48GB,38GB,4.68,4.54,309GB,0.26,53.51,84.65,204,1709,123.43,1,2025-04-18 12:49:01.811021
10.45,29GB,420,316,21GB,42GB,3.03,3.59,462GB,0.89,44.58,19.49,279,416,253.5,1,2025-04-18 12:49:16.811021
37.11,18GB,375,416,28GB,12GB,1.58,1.5,151GB,0.48,60.54,78.27,118,1015,61.45,1,2025-04-18 12:49:31.811021
75.32,4GB,75,214,30GB,24GB,4.54,1.57,643GB,0.39,14.13,19.07,435,1161,382.62,1,2025-04-18 12:49:46.811021
16.8,27GB,116,95,22GB,26GB,4.13,2.63,615GB,0.16,74.28,187.22,122,356,399.63,1,2025-04-18 12:50:01.811021
25.03,17GB,366,56,25GB,10GB,4.68,1.93,536GB,0.55,64.93,171.06,49,128,118.68,1,2025-04-18 12:50:16.811021
51.95,13GB,476,83,43GB,26GB,3.93,1.02,381GB,0.7,97.93,137.35,418,1622,273.06,1,2025-04-18 12:50:31.811021
29.67,5GB,434,331,38GB,14GB,2.24,4.58,558GB,0.55,67.84,120.09,322,1772,134.69,1,2025-04-18 12:50:46.811021
65.72,26GB,103,247,19GB,35GB,3.09,4.66,155GB,0.69,69.61,10.3,372,877,129.71,1,2025-04-18 12:51:01.811021
79.11,11GB,213,378,43GB,9GB,4.03,3.97,211GB,0.66,70.61,27.16,133,508,179.52,1,2025-04-18 12:51:16.811021
22.59,13GB,255,126,5GB,48GB,4.37,4.73,452GB,0.59,35.28,159.58,468,548,321.18,1,2025-04-18 12:51:31.811021
15.49,25GB,451,399,31GB,26GB,2.3,4.0,154GB,0.9,43.87,13.12,102,118,106.87,1,2025-04-18 12:51:46.811021
52.54,17GB,182,174,44GB,39GB,3.01,2.32,793GB,0.38,96.13,179.37,330,1850,388.35,1,2025-04-18 12:52:01.811021
51.77,8GB,121,150,13GB,29GB,1.99,3.12,508GB,0.63,32.8,149.61,490,259,223.17,1,2025-04-18 12:52:16.811021
38.33,14GB,391,112,46GB,17GB,4.67,2.15,303GB,1.0,10.21,65.21,318,1293,336.19,1,2025-04-18 12:52:31.811021
108.99,114GB,2019,4152,201GB,396GB,57.21,27.05,9GB,21.64,1790.95,1636.58,3131,24689,4167.73,-1,2025-04-18 12:52:46.811021
75.48,5GB,229,232,30GB,28GB,3.02,4.34,651GB,0.7,74.63,49.09,45,1019,376.37,1,2025-04-18 12:53:01.811021
52.67,15GB,366,277,19GB,18GB,3.24,3.07,575GB,0.25,70.01,78.14,81,1942,62.66,1,2025-04-18 12:53:16.811021
15.6,29GB,433,311,23GB,46GB,2.29,1.87,432GB,0.29,30.16,36.29,348,583,236.54,1,2025-04-18 12:53:31.811021
67.81,21GB,403,473,39GB,46GB,1.26,4.43,319GB,0.45,54.5,107.34,302,1951,376.74,1,2025-04-18 12:53:46.811021
27.43,17GB,446,241,32GB,23GB,3.71,2.68,612GB,0.66,45.37,25.22,493,163,301.01,1,2025-04-18 12:54:01.811021
48.11,30GB,403,252,39GB,17GB,4.76,3.03,364GB,0.77,98.61,101.43,217,1774,143.23,1,2025-04-18 12:54:16.811021
40.77,30GB,184,65,20GB,25GB,1.64,3.62,493GB,0.01,53.5,164.49,60,204,104.1,1,2025-04-18 12:54:31.811021
69.61,28GB,461,53,47GB,14GB,3.26,4.74,308GB,0.22,20.93,130.42,224,503,297.9,1,2025-04-18 12:54:46.811021
27.86,9GB,268,251,34GB,48GB,1.22,1.65,770GB,0.91,93.45,40.78,128,1891,378.62,1,2025-04-18 12:55:01.811021
12.28,24GB,341,494,25GB,30GB,3.42,2.4,431GB,0.79,98.93,14.31,408,750,75.36,1,2025-04-18 12:55:16.811021
24.79,19GB,121,77,46GB,19GB,3.18,1.94,191GB,0.26,64.88,34.67,102,1880,270.29,1,2025-04-18 12:55:31.811021
53.34,7GB,447,209,11GB,9GB,3.9,3.47,116GB,0.84,72.25,81.61,462,1068,159.34,1,2025-04-18 12:55:46.811021
60.42,10GB,478,174,46GB,5GB,2.25,4.58,182GB,0.16,78.57,150.52,223,1832,92.84,1,2025-04-18 12:56:01.811021
38.19,14GB,436,255,15GB,37GB,4.33,4.31,103GB,0.91,80.53,130.96,228,1161,270.89,1,2025-04-18 12:56:16.811021
59.52,20GB,290,492,5GB,16GB,2.69,4.8,125GB,0.87,50.3,36.23,267,736,199.86,1,2025-04-18 12:56:31.811021
45.32,18GB,298,438,41GB,13GB,2.29,3.95,124GB,0.91,47.48,197.59,121,1444,85.75,1,2025-04-18 12:56:46.811021
21.64,23GB,377,130,26GB,37GB,4.7,2.78,312GB,0.6,63.49,185.67,190,424,229.38,1,2025-04-18 12:57:01.811021
30.52,7GB,86,401,44GB,6GB,3.69,2.14,142GB,0.43,94.02,30.39,331,685,367.22,1,2025-04-18 12:57:16.811021
49.86,26GB,50,57,33GB,25GB,4.27,2.8,637GB,0.12,37.35,64.36,479,1759,340.27,1,2025-04-18 12:57:31.811021
16.28,19GB,341,389,12GB,5GB,2.06,2.57,609GB,0.27,80.93,171.42,56,1974,167.82,1,2025-04-18 12:57:46.811021
14.98,18GB,137,295,12GB,5GB,3.57,3.55,542GB,0.43,73.39,195.3,471,1988,259.25,1,2025-04-18 12:58:01.811021
61.7,17GB,407,448,43GB,26GB,3.79,3.46,465GB,0.81,42.09,96.44,83,1322,270.61,1,2025-04-18 12:58:16.811021
25.67,19GB,494,474,9GB,32GB,2.62,4.87,252GB,0.59,35.8,39.72,156,916,83.75,1,2025-04-18 12:58:31.811021
44.5,25GB,268,358,37GB,36GB,3.85,4.29,667GB,0.33,79.18,143.29,469,1945,311.7,1,2025-04-18 12:58:46.811021
55.33,9GB,450,131,21GB,40GB,1.76,2.98,239GB,0.7,70.97,85.56,40,816,295.55,1,2025-04-18 12:59:01.811021
33.96,23GB,245,184,42GB,11GB,3.15,3.63,746GB,0.15,10.94,81.96,167,1978,177.23,1,2025-04-18 12:59:16.811021
69.82,23GB,156,239,48GB,15GB,4.32,2.81,766GB,0.58,68.22,106.18,382,1752,150.08,1,2025-04-18 12:59:31.811021
38.78,31GB,148,370,44GB,5GB,4.86,3.75,533GB,0.38,27.94,17.88,312,1989,372.02,1,2025-04-18 12:59:46.811021
70.42,25GB,132,216,45GB,20GB,4.67,4.56,401GB,0.81,13.84,57.54,268,727,229.84,1,2025-04-18 13:00:01.811021
17.63,4GB,483,65,21GB,13GB,4.63,2.36,401GB,0.97,30.51,68.21,143,400,392.84,1,2025-04-18 13:00:16.811021
44.46,12GB,386,446,33GB,29GB,4.95,3.78,207GB,0.3,58.29,108.42,192,334,65.67,1,2025-04-18 13:00:31.811021
63.54,5GB,329,134,11GB,11GB,4.25,3.93,441GB,0.43,23.91,17.28,404,882,355.2,1,2025-04-18 13:00:46.811021
60.6,6GB,297,441,45GB,43GB,3.21,3.24,532GB,0.9,28.0,105.3,380,1503,56.1,1,2025-04-18 13:01:01.811021
59.46,30GB,234,62,8GB,12GB,4.17,4.03,342GB,0.82,96.4,46.47,255,1231,120.5,1,2025-04-18 13:01:16.811021
33.38,21GB,349,88,17GB,14GB,3.15,3.24,335GB,0.25,96.06,95.36,183,1167,256.21,1,2025-04-18 13:01:31.811021
36.39,17GB,177,194,9GB,18GB,1.54,1.84,384GB,0.58,89.5,92.17,29,138,254.77,1,2025-04-18 13:01:46.811021
36.68,12GB,256,414,27GB,47GB,3.43,4.08,276GB,0.47,28.55,149.36,184,558,293.17,1,2025-04-18 13:02:01.811021
63.25,5GB,246,261,38GB,9GB,1.89,4.69,687GB,0.43,44.98,55.94,249,1251,290.6,1,2025-04-18 13:02:16.811021
74.7,6GB,138,158,29GB,10GB,2.74,2.48,440GB,0.3,77.41,47.09,12,1683,127.19,1,2025-04-18 13:02:31.811021
50.71,28GB,124,76,24GB,39GB,4.2,3.98,185GB,0.69,10.76,156.33,163,1003,319.35,1,2025-04-18 13:02:46.811021
25.73,5GB,139,480,48GB,47GB,1.3,4.08,492GB,0.35,38.17,51.58,384,1006,251.39,1,2025-04-18 13:03:01.811021
22.37,4GB,407,390,47GB,26GB,3.97,2.73,347GB,0.66,37.23,185.24,21,1336,264.1,1,2025-04-18 13:03:16.811021
42.14,25GB,353,162,16GB,32GB,2.14,4.02,461GB,0.49,10.43,131.64,158,691,88.12,1,2025-04-18 13:03:31.811021
109.62,173GB,3930,3215,110GB,168GB,26.56,53.83,1GB,14.86,1878.63,1381.51,4073,22561,4874.73,-1,2025-04-18 13:03:46.811021
75.52,25GB,454,304,42GB,12GB,1.43,3.94,140GB,0.54,27.14,22.32,83,178,87.69,1,2025-04-18 13:04:01.811021
32.77,6GB,441,107,30GB,14GB,3.57,1.33,485GB,0.23,66.94,128.65,70,1899,115.87,1,2025-04-18 13:04:16.811021
41.09,14GB,332,216,45GB,20GB,1.25,3.91,539GB,1.0,54.16,182.51,78,1275,330.34,1,2025-04-18 13:04:31.811021
76.32,11GB,292,131,28GB,35GB,1.71,2.39,352GB,0.66,83.24,88.85,372,1509,121.07,1,2025-04-18 13:04:46.811021
73.28,26GB,112,385,46GB,49GB,3.72,1.36,237GB,0.52,47.73,33.25,418,1582,248.95,1,2025-04-18 13:05:01.811021
10.82,7GB,123,266,7GB,32GB,2.16,1.83,614GB,0.97,84.01,157.76,336,1760,185.89,1,2025-04-18 13:05:16.811021
56.09,26GB,237,264,18GB,27GB,4.64,2.18,794GB,0.43,36.18,38.19,36,972,349.62,1,2025-04-18 13:05:31.811021
64.7,5GB,151,456,29GB,21GB,2.93,3.72,357GB,0.87,37.8,116.65,152,993,358.57,1,2025-04-18 13:05:46.811021
68.33,5GB,221,211,31GB,25GB,4.5,3.7,598GB,0.98,36.67,152.17,474,740,221.16,1,2025-04-18 13:06:01.811021
69.39,13GB,289,358,13GB,40GB,2.82,1.73,709GB,0.74,38.08,163.32,203,370,203.03,1,2025-04-18 13:06:16.811021
13.52,22GB,385,464,5GB,18GB,3.78,4.85,374GB,0.68,92.46,147.25,48,1166,212.77,1,2025-04-18 13:06:31.811021
64.64,6GB,172,477,24GB,16GB,2.04,3.11,489GB,0.82,58.64,46.22,315,1502,391.6,1,2025-04-18 13:06:46.811021
14.86,13GB,315,161,28GB,46GB,3.5,3.74,189GB,0.66,71.29,72.81,313,1669,353.02,1,2025-04-18 13:07:01.811021
46.17,17GB,149,458,9GB,35GB,2.9,3.8,621GB,0.59,94.21,103.84,384,1951,162.74,1,2025-04-18 13:07:16.811021
33.53,5GB,292,78,12GB,15GB,4.38,3.75,606GB,0.8,10.99,103.06,355,639,282.85,1,2025-04-18 13:07:31.811021
72.13,8GB,64,262,35GB,46GB,2.54,1.86,507GB,0.82,49.33,38.05,191,1943,392.74,1,2025-04-18 13:07:46.811021
11.27,18GB,304,428,41GB,30GB,2.42,2.0,745GB,0.22,72.02,128.29,147,206,381.89,1,2025-04-18 13:08:01.811021
70.47,22GB,236,93,25GB,21GB,4.25,1.17,280GB,0.28,72.97,69.11,115,495,69.83,1,2025-04-18 13:08:16.811021
77.99,31GB,469,356,22GB,33GB,3.48,1.17,432GB,0.04,73.74,156.85,99,663,68.92,1,2025-04-18 13:08:31.811021
17.29,24GB,137,426,11GB,12GB,3.62,2.67,186GB,0.46,81.34,112.9,248,1621,223.7,1,2025-04-18 13:08:46.811021
22.73,7GB,299,368,9GB,48GB,1.32,2.1,471GB,0.73,70.76,191.32,170,1669,296.64,1,2025-04-18 13:09:01.811021
30.36,18GB,318,337,31GB,21GB,1.62,2.25,767GB,0.35,90.12,161.96,406,1959,383.08,1,2025-04-18 13:09:16.811021
62.77,19GB,72,348,18GB,32GB,1.3,4.85,530GB,0.13,16.14,92.56,62,616,237.64,1,2025-04-18 13:09:31.811021
72.1,6GB,320,327,39GB,17GB,4.91,4.7,690GB,0.54,87.74,122.6,164,1919,232.96,1,2025-04-18 13:09:46.811021
46.33,27GB,187,123,8GB,35GB,4.22,4.05,189GB,0.47,89.74,109.13,424,1041,101.52,1,2025-04-18 13:10:01.811021
107.65,156GB,2594,2159,321GB,350GB,30.18,93.99,1GB,20.05,1386.8,2891.66,4635,24714,3650.94,-1,2025-04-18 13:10:16.811021
13.12,27GB,195,457,26GB,30GB,4.33,4.9,468GB,0.39,97.38,33.45,465,317,90.16,1,2025-04-18 13:10:31.811021
16.05,16GB,194,314,41GB,12GB,2.33,2.02,522GB,0.56,81.07,184.76,13,1217,298.43,1,2025-04-18 13:10:46.811021
66.18,17GB,376,140,34GB,38GB,4.43,2.43,310GB,0.89,97.56,162.09,139,1815,308.85,1,2025-04-18 13:11:01.811021
69.66,10GB,192,493,36GB,40GB,1.94,1.69,384GB,0.53,86.32,144.33,91,183,156.5,1,2025-04-18 13:11:16.811021
76.06,16GB,377,237,38GB,15GB,2.46,4.05,237GB,0.28,96.26,164.44,131,129,355.14,1,2025-04-18 13:11:31.811021
61.01,14GB,164,278,34GB,43GB,4.79,3.82,698GB,0.54,25.1,101.74,181,1585,73.52,1,2025-04-18 13:11:46.811021
66.9,5GB,243,324,30GB,29GB,3.37,3.94,393GB,0.19,65.81,173.39,116,537,352.55,1,2025-04-18 13:12:01.811021
26.92,23GB,174,66,44GB,30GB,2.75,4.08,206GB,0.99,61.55,72.9,368,1537,306.3,1,2025-04-18 13:12:16.811021
75.87,10GB,311,116,17GB,25GB,1.33,4.19,448GB,0.13,91.14,46.46,198,984,378.28,1,2025-04-18 13:12:31.811021
35.05,28GB,261,126,37GB,6GB,1.42,3.57,642GB,0.26,40.67,104.86,498,591,293.02,1,2025-04-18 13:12:46.811021
39.42,29GB,88,73,5GB,46GB,2.04,4.68,735GB,0.14,58.9,176.77,21,1034,192.01,1,2025-04-18 13:13:01.811021
33.39,11GB,312,284,47GB,49GB,4.76,1.61,144GB,0.09,88.89,106.21,195,1616,112.31,1,2025-04-18 13:13:16.811021
40.68,24GB,102,346,38GB,33GB,2.77,1.75,262GB,0.14,31.11,115.78,39,638,130.16,1,2025-04-18 13:13:31.811021
36.06,7GB,334,97,36GB,6GB,3.23,2.7,320GB,0.94,30.94,60.08,37,1687,151.71,1,2025-04-18 13:13:46.811021
52.24,18GB,116,120,34GB,40GB,1.92,4.09,307GB,0.78,72.52,107.34,42,793,62.58,1,2025-04-18 13:14:01.811021
57.47,11GB,220,471,17GB,24GB,2.97,1.94,303GB,0.97,70.13,135.25,32,761,184.83,1,2025-04-18 13:14:16.811021
18.9,22GB,191,483,39GB,40GB,4.11,1.73,147GB,0.43,81.53,95.98,154,209,341.06,1,2025-04-18 13:14:31.811021
50.97,11GB,428,349,39GB,35GB,4.92,2.8,712GB,0.76,17.47,34.59,29,478,312.35,1,2025-04-18 13:14:46.811021
65.31,26GB,149,302,19GB,5GB,2.42,2.3,654GB,0.11,50.36,27.88,30,1256,71.84,1,2025-04-18 13:15:01.811021
14.71,23GB,101,477,11GB,48GB,2.96,1.22,417GB,0.99,34.36,165.74,31,222,235.22,1,2025-04-18 13:15:16.811021
26.02,30GB,113,160,7GB,43GB,3.8,1.31,394GB,0.55,57.39,67.69,126,170,274.14,1,2025-04-18 13:15:31.811021
13.99,15GB,72,455,25GB,26GB,1.51,2.92,261GB,0.67,94.31,83.59,438,1784,328.49,1,2025-04-18 13:15:46.811021
27.36,19GB,338,382,20GB,25GB,2.56,3.65,566GB,0.57,35.18,198.25,273,1817,127.91,1,2025-04-18 13:16:01.811021
66.5,6GB,222,330,30GB,12GB,1.51,4.71,675GB,0.64,43.11,155.17,80,1257,50.73,1,2025-04-18 13:16:16.811021
75.99,4GB,173,423,12GB,17GB,2.23,4.77,171GB,0.73,17.74,110.28,332,1967,314.84,1,2025-04-18 13:16:31.811021
54.74,15GB,368,160,46GB,49GB,3.41,4.32,434GB,0.9,62.76,110.88,463,1291,148.44,1,2025-04-18 13:16:46.811021
56.97,20GB,141,207,19GB,45GB,3.96,3.64,546GB,0.2,52.08,150.87,200,444,74.78,1,2025-04-18 13:17:01.811021
55.14,25GB,277,164,27GB,36GB,4.11,1.62,690GB,0.36,84.87,120.5,229,598,165.79,1,2025-04-18 13:17:16.811021
44.86,16GB,440,286,21GB,41GB,4.2,3.22,285GB,0.2,29.06,112.48,100,252,58.27,1,2025-04-18 13:17:31.811021
29.06,22GB,258,437,42GB,29GB,4.69,2.37,164GB,0.48,50.77,101.71,178,1981,395.16,1,2025-04-18 13:17:46.811021
43.92,22GB,112,425,43GB,15GB,3.63,1.35,158GB,0.2,18.67,152.38,259,905,215.12,1,2025-04-18 13:18:01.811021
45.22,30GB,479,394,13GB,18GB,1.82,2.86,696GB,0.34,43.54,130.0,125,499,187.83,1,2025-04-18 13:18:16.811021
45.82,9GB,76,56,30GB,15GB,4.41,3.23,391GB,0.46,98.07,128.44,457,104,371.32,1,2025-04-18 13:18:31.811021
51.0,20GB,370,123,16GB,20GB,2.03,2.69,509GB,0.92,10.39,172.16,311,527,395.77,1,2025-04-18 13:18:46.811021
28.16,24GB,76,222,8GB,32GB,3.19,4.02,752GB,0.31,60.78,184.82,35,966,55.92,1,2025-04-18 13:19:01.811021
65.66,30GB,272,402,36GB,45GB,1.28,2.57,271GB,0.5,35.03,45.12,378,1263,58.01,1,2025-04-18 13:19:16.811021
24.75,7GB,274,200,18GB,24GB,1.95,2.36,154GB,0.34,12.44,43.51,236,293,235.94,1,2025-04-18 13:19:31.811021
44.87,24GB,347,206,25GB,36GB,3.39,4.68,791GB,0.01,73.85,101.16,230,840,112.69,1,2025-04-18 13:19:46.811021
38.78,22GB,140,54,23GB,9GB,1.73,3.34,273GB,0.38,38.56,184.95,207,288,274.64,1,2025-04-18 13:20:01.811021
39.71,9GB,326,160,36GB,41GB,2.62,2.85,469GB,0.06,92.13,155.91,308,118,239.53,1,2025-04-18 13:20:16.811021
28.78,5GB,126,330,49GB,45GB,4.06,4.07,188GB,0.03,31.67,12.11,277,1454,289.1,1,2025-04-18 13:20:31.811021
23.81,16GB,435,303,8GB,16GB,4.38,3.94,767GB,0.1,46.58,20.91,195,1494,330.66,1,2025-04-18 13:20:46.811021
29.04,28GB,273,254,28GB,47GB,1.8,1.5,733GB,0.7,37.87,120.87,345,366,145.49,1,2025-04-18 13:21:01.811021
18.61,17GB,365,498,46GB,34GB,2.96,2.05,674GB,0.32,54.47,58.53,215,548,190.69,1,2025-04-18 13:21:16.811021
39.77,24GB,212,438,11GB,29GB,1.39,4.69,673GB,0.41,47.51,106.7,365,1620,232.38,1,2025-04-18 13:21:31.811021
13.83,22GB,310,183,23GB,44GB,4.4,4.44,175GB,0.56,55.16,158.56,402,606,321.23,1,2025-04-18 13:21:46.811021
12.53,9GB,457,282,38GB,40GB,2.64,2.82,145GB,0.89,66.25,193.82,465,258,358.39,1,2025-04-18 13:22:01.811021
33.99,19GB,384,65,45GB,28GB,2.38,2.22,206GB,0.45,31.4,59.12,88,149,179.55,1,2025-04-18 13:22:16.811021
56.33,5GB,103,348,49GB,35GB,2.9,4.39,304GB,0.38,34.4,26.14,288,265,246.21,1,2025-04-18 13:22:31.811021
55.79,12GB,491,322,49GB,18GB,4.92,3.99,690GB,0.96,54.61,137.95,391,584,216.3,1,2025-04-18 13:22:46.811021
74.63,27GB,312,144,24GB,21GB,1.6,1.71,635GB,0.11,50.82,159.5,405,260,301.31,1,2025-04-18 13:23:01.811021
31.88,21GB,61,404,11GB,47GB,1.62,2.06,298GB,0.77,35.69,21.83,307,1768,52.86,1,2025-04-18 13:23:16.811021
62.67,19GB,59,411,13GB,49GB,4.12,1.65,339GB,0.74,45.87,18.38,137,370,360.25,1,2025-04-18 13:23:31.811021
46.91,23GB,409,338,33GB,15GB,3.91,4.02,248GB,0.52,11.22,149.99,176,1007,97.08,1,2025-04-18 13:23:46.811021
76.23,29GB,209,224,45GB,46GB,1.07,2.47,683GB,0.84,55.0,61.89,185,226,186.25,1,2025-04-18 13:24:01.811021
61.91,29GB,298,286,11GB,9GB,1.19,3.85,148GB,0.07,37.38,196.65,441,1011,264.04,1,2025-04-18 13:24:16.811021
28.12,31GB,110,196,43GB,22GB,3.82,3.4,711GB,0.94,58.69,187.82,247,1268,283.84,1,2025-04-18 13:24:31.811021
15.99,29GB,77,391,30GB,33GB,1.4,3.07,773GB,0.58,40.45,56.44,299,1644,94.51,1,2025-04-18 13:24:46.811021
14.73,26GB,235,442,40GB,43GB,3.06,4.14,619GB,0.7,53.28,116.2,412,413,210.62,1,2025-04-18 13:25:01.811021
68.08,21GB,285,259,6GB,11GB,4.09,1.51,619GB,0.1,64.25,11.99,479,1644,377.0,1,2025-04-18 13:25:16.811021
57.7,11GB,441,139,25GB,42GB,4.42,3.71,363GB,0.18,20.93,105.18,488,871,398.13,1,2025-04-18 13:25:31.811021
14.73,27GB,103,479,21GB,26GB,3.36,3.62,622GB,0.38,96.43,38.96,264,1870,114.14,1,2025-04-18 13:25:46.811021
67.32,22GB,311,489,37GB,31GB,4.25,1.63,717GB,0.95,27.89,99.62,406,1794,125.35,1,2025-04-18 13:26:01.811021
63.93,14GB,121,208,13GB,15GB,2.51,2.11,602GB,0.56,64.39,76.22,264,1402,211.6,1,2025-04-18 13:26:16.811021
43.16,6GB,323,293,24GB,37GB,1.98,3.09,266GB,0.23,12.24,30.79,84,1314,169.36,1,2025-04-18 13:26:31.811021
21.0,5GB,88,475,22GB,22GB,4.96,4.49,646GB,0.88,26.23,74.9,179,1080,315.78,1,2025-04-18 13:26:46.811021
75.36,8GB,134,304,43GB,30GB,1.27,3.33,766GB,0.46,74.71,53.45,340,1274,335.37,1,2025-04-18 13:27:01.811021
66.63,17GB,469,321,10GB,32GB,1.08,1.01,546GB,0.94,20.76,173.74,94,928,226.51,1,2025-04-18 13:27:16.811021
62.54,8GB,447,53,14GB,8GB,1.91,2.58,788GB,0.91,48.58,194.18,83,953,382.8,1,2025-04-18 13:27:31.811021
12.92,28GB,405,55,20GB,21GB,2.93,1.28,341GB,0.46,29.99,41.12,275,1312,323.35,1,2025-04-18 13:27:46.811021
62.03,28GB,323,490,7GB,11GB,4.69,4.39,470GB,0.26,13.31,33.01,455,160,289.55,1,2025-04-18 13:28:01.811021
33.72,22GB,431,238,45GB,34GB,1.83,1.46,443GB,0.29,80.98,51.34,398,1978,310.93,1,2025-04-18 13:28:16.811021
71.4,5GB,192,62,31GB,23GB,4.93,4.34,786GB,0.92,80.52,19.06,142,1176,214.75,1,2025-04-18 13:28:31.811021
20.98,14GB,109,285,14GB,33GB,3.19,1.79,541GB,0.03,83.07,122.94,170,787,356.76,1,2025-04-18 13:28:46.811021
55.44,30GB,268,241,19GB,21GB,4.35,1.86,654GB,0.87,40.01,189.26,258,897,276.47,1,2025-04-18 13:29:01.811021
71.53,11GB,269,433,34GB,23GB,4.49,3.22,304GB,0.09,88.64,168.49,10,1567,204.88,1,2025-04-18 13:29:16.811021
11.57,23GB,333,316,25GB,9GB,1.43,1.45,679GB,0.12,20.61,33.79,342,1534,174.67,1,2025-04-18 13:29:31.811021
76.83,31GB,397,251,44GB,36GB,3.9,2.6,300GB,0.5,70.77,66.18,294,1209,166.98,1,2025-04-18 13:29:46.811021
62.43,18GB,94,485,17GB,11GB,4.26,4.51,484GB,0.05,99.59,39.02,454,1798,280.68,1,2025-04-18 13:30:01.811021
21.37,18GB,130,124,32GB,33GB,3.06,2.14,421GB,0.48,70.2,70.76,179,1990,120.61,1,2025-04-18 13:30:16.811021
13.45,27GB,160,308,34GB,37GB,1.13,3.72,634GB,0.98,61.4,191.2,28,1318,97.29,1,2025-04-18 13:30:31.811021
27.49,12GB,210,450,45GB,11GB,3.28,4.28,552GB,0.67,68.23,127.2,418,1187,397.96,1,2025-04-18 13:30:46.811021
43.97,16GB,367,413,24GB,23GB,1.09,2.13,756GB,0.51,56.47,38.5,145,1237,323.81,1,2025-04-18 13:31:01.811021
50.35,14GB,175,335,21GB,23GB,3.53,1.22,531GB,0.5,85.28,60.61,293,1369,303.89,1,2025-04-18 13:31:16.811021
36.71,15GB,252,252,17GB,24GB,2.82,4.59,321GB,0.88,42.81,134.01,280,543,399.05,1,2025-04-18 13:31:31.811021
28.21,5GB,488,297,48GB,10GB,1.29,3.24,307GB,0.02,30.4,129.33,264,1827,330.46,1,2025-04-18 13:31:46.811021
17.13,31GB,373,338,45GB,35GB,1.4,4.63,493GB,0.89,40.16,42.48,78,869,248.93,1,2025-04-18 13:32:01.811021
30.04,26GB,278,281,40GB,37GB,2.67,4.28,786GB,0.94,62.41,175.09,185,566,59.56,1,2025-04-18 13:32:16.811021
66.47,10GB,199,168,47GB,10GB,3.25,3.1,752GB,0.46,33.96,170.79,137,305,166.06,1,2025-04-18 13:32:31.811021
76.9,17GB,314,471,47GB,23GB,3.39,4.69,512GB,0.14,69.77,157.91,158,364,163.25,1,2025-04-18 13:32:46.811021
26.13,13GB,289,80,12GB,27GB,3.92,3.26,663GB,0.33,90.2,178.94,44,610,175.69,1,2025-04-18 13:33:01.811021
31.26,9GB,226,358,34GB,33GB,2.94,1.24,339GB,0.63,82.67,62.15,330,1787,181.94,1,2025-04-18 13:33:16.811021
49.28,9GB,476,172,8GB,15GB,4.43,4.27,780GB,0.44,69.36,128.67,174,1962,78.92,1,2025-04-18 13:33:31.811021
29.39,12GB,192,382,48GB,23GB,2.19,4.0,620GB,0.08,51.42,68.96,448,658,98.9,1,2025-04-18 13:33:46.811021
71.05,27GB,303,278,8GB,39GB,3.2,4.75,291GB,0.46,86.01,185.22,340,1834,299.51,1,2025-04-18 13:34:01.811021
16.7,13GB,334,159,30GB,19GB,3.8,1.06,398GB,0.32,29.67,98.58,457,1284,344.67,1,2025-04-18 13:34:16.811021
49.31,13GB,418,105,10GB,40GB,2.84,2.32,456GB,0.64,65.64,171.98,409,587,376.34,1,2025-04-18 13:34:31.811021
78.7,21GB,451,135,6GB,48GB,1.85,3.77,632GB,0.84,96.74,134.97,426,1786,260.95,1,2025-04-18 13:34:46.811021
44.22,15GB,258,249,38GB,31GB,4.15,1.93,104GB,0.25,24.65,81.32,396,1684,160.3,1,2025-04-18 13:35:01.811021
59.61,29GB,376,405,42GB,36GB,1.64,3.81,204GB,0.21,60.17,187.74,438,1149,88.84,1,2025-04-18 13:35:16.811021
18.76,21GB,197,261,12GB,39GB,3.75,4.74,132GB,0.95,40.76,44.28,97,717,352.38,1,2025-04-18 13:35:31.811021
73.29,10GB,149,495,14GB,11GB,3.22,4.91,664GB,0.06,87.55,195.94,24,1420,391.11,1,2025-04-18 13:35:46.811021
40.61,11GB,214,336,34GB,22GB,1.41,3.66,309GB,0.08,58.6,16.61,359,588,260.36,1,2025-04-18 13:36:01.811021
18.31,20GB,398,402,33GB,27GB,2.35,4.41,765GB,0.38,79.65,82.15,432,1922,397.12,1,2025-04-18 13:36:16.811021
21.89,6GB,75,230,35GB,46GB,3.57,4.08,591GB,0.18,91.15,101.03,194,1344,171.72,1,2025-04-18 13:36:31.811021
55.13,7GB,328,324,6GB,28GB,1.61,3.56,385GB,0.15,95.17,25.05,403,1426,376.69,1,2025-04-18 13:36:46.811021
